Golubtemplate,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58,c59,c60,c61,c62,c63,c64,c65,c66,c67,c68,c69,c70,c71,c72
U18937_at,8.011227255,9.35974956,6.882643049,8.174925683,8.499845887,8.569855608,7.741466986,7.330916878,7.794415866,6.64385619,7.832890014,7.693486957,7.129283017,8.233619677,8.262094845,7.924812504,7.392317423,7.562242424,8.658211483,7.820178962,7.434628228,8.442943496,7.839203788,8.06608919,7.714245518,6.64385619,7.577428828,8.169925001,7.554588852,7.857980995,6.64385619,8.487840034,9.17990909,7.515699838,8.519636253,7.011227255,9,8.055282436,8.139551352,6.977279923,8.82336724,8.787902559,8.124121312,7.924812504,7.46760555,6.672425342,7.95419631,7.948367232,7.761551232,7.599912842,7.636624621,7.912889336,7.607330314,8.636624621,8.144658243,8.285402219,8.199672345,8.611024797,7.62935662,8.098032083,7.813781191,8.321928095,6.845490051,8.317412614,7.87036472,8.689997971,8.06608919,7.451211112,7.321928095,7.693486957,7.851749041,8.204571144
U19261_at,10.17741954,9.162391329,9.915879379,9.537218401,9.299208018,9.799281622,9.335390355,8.891783703,7.64385619,7.918863237,9.21916852,7.912889336,8.603626345,9.28077077,7,8.741466986,7.303780748,8.894817763,10.20579325,8.252665432,8.625708843,9.808964175,8.027905997,9.071462363,8.700439718,9.419960178,10.21188829,8.463524373,8.463524373,9.108524457,8.285402219,10.53040634,10.47978026,10.01820018,9.874981348,8.73809226,9.240791332,9.184875343,9.424166289,8.271463028,9.283088353,9.632995197,8.804131021,8.011227255,8.392317423,8.22881869,9.079484784,8.413627929,9.64385619,8.781359714,9.681238412,11.26150731,9.808964175,9.068778278,8.873444113,9.948367232,7.238404739,9.554588852,9.447083226,9.584962501,9.259743264,10.49884921,9.912889336,8.77807713,9.388017285,9.292321633,8.813781191,7.686500527,9.252665432,8.721099189,9.049848549,10.75655632
U19345_at,8.581200582,7.888743249,7.924812504,7.781359714,7.6794801,8.092757141,6.807354922,7.46760555,7.357552005,8.189824559,7,7.693486957,7.741466986,7.741466986,7.888743249,7.651051691,7.375039431,6.988684687,8.022367813,6.658211483,7.339850003,7.330916878,8.46760555,8.607330314,7.011227255,7.383704292,7.531381461,6.64385619,7.982993575,7.417852515,6.64385619,7.409390936,8.854868383,8.348728154,7.930737338,7.159871337,9.038918989,8.038918989,7.366322214,8.499845887,8.396604781,9.01402047,8.339850003,7.8008999,8.13442632,7.129283017,7.383704292,7.665335917,7.826548487,7.417852515,8.95419631,7.977279923,6.64385619,8.243173983,6.700439718,7.826548487,7.965784285,7.622051819,7.321928095,7.098032083,8.044394119,8.22881869,7.820178962,6.807354922,8.049848549,8.550746785,8.118941073,7.159871337,7.965784285,7.339850003,8.717676423,8.636624621
U19796_at,9.936637939,8.87958325,8.968666793,10.12282799,10.43358544,10.48179943,9.025139562,9.084808388,9.46760555,8.184875343,8.933690655,6.965784285,9.221587121,9.632995197,10.15228484,9.675957033,8.696967526,9.847057346,9.513727596,9.871905238,8.661778098,9.266786541,8.50779464,6.64385619,8.882643049,9.152284842,9.836050355,8.813781191,9.773139207,9.63481105,9.113742166,10.36413466,10.83920379,10.24198315,9.77807713,9.831307244,9.746514321,8.535275377,10.41996018,9.233619677,7.876516947,9.499845887,10.13442632,9.074141463,8.022367813,6.64385619,10.20457114,8.933690655,10.11243951,9.368506462,10.38370429,9.573647187,9.786269628,10.62296694,9.199672345,9.884170519,8.693486957,9.754887502,8.519636253,10.50382574,9.918863237,9.430452552,9.920352855,9.312882955,9.985841937,8.807354922,8.562242424,8.721099189,10.20823436,6.64385619,7.607330314,9.651051691
U19948_at,8.77807713,8.665335917,8.071462363,8.400879436,7.888743249,8.829722735,7.409390936,6.906890596,7.607330314,7.714245518,6.894817763,8.14974712,7.62935662,7.741466986,8.409390936,7.129283017,7.276124405,7.266786541,8.383704292,7.988684687,8.103287808,8.77478706,8.665335917,8.471675214,7.129283017,8.266786541,8.826548487,8.144658243,8.294620749,8.312882955,6.64385619,8.62935662,9.231221181,9.074141463,8.566054038,8.442943496,8.894817763,8.312882955,7.994353437,7.936637939,8.741466986,9.296916207,8.434628228,8.392317423,8.422064766,7.876516947,7.515699838,7.826548487,7.636624621,8.21916852,9.016808288,8.124121312,7.787902559,8.375039431,6.64385619,8.503825738,8.842350343,7.820178962,7.930737338,7.768184325,9.328674927,8.930737338,8.942514505,8.554588852,8.839203788,9.076815597,8.618385502,7.665335917,7.366322214,8.647458426,8.672425342,9.355351096
U19977_at,8.991521846,8.832890014,8.321928095,8.092757141,8.17990909,9.845490051,8.238404739,8.252665432,7.607330314,8.124121312,7.936637939,8.055282436,8.791162889,8.682994584,7.64385619,8.098032083,8.06608919,8.383704292,9.11113567,7.930737338,6.906890596,8.945443836,8.665335917,9.368506462,8.918863237,8.409390936,9.569855608,8,9.259743264,9.631177056,8.033423002,9.903881846,9.686500527,9.28771238,9.276124405,8.527477006,9.513727596,9.052568051,8.491853096,8.577428828,9.262094845,8.14974712,8.77807713,8.614709844,8.741466986,7.339850003,8.87036472,8.339850003,8.434628228,8.714245518,9.28077077,8.994353437,8.139551352,8.46760555,6.64385619,8.888743249,8.422064766,8.693486957,8.562242424,8.689997971,9.779719355,9.06608919,9.586839788,8.861086906,8.6794801,8.960001932,8.675957033,7.189824559,9.211888295,9.383704292,8.77807713,9.995767151
U20158_at,7.761551232,7.87036472,7.832890014,8.326429487,7.936637939,6.64385619,7.383704292,8.463524373,7.8008999,7.693486957,7.74819285,7.636624621,9.052568051,7.912889336,9.396604781,9.579315938,9.987264012,6.64385619,7.383704292,6.727920455,8.011227255,8.596189756,7.924812504,9.152284842,8.86727874,8.169925001,8.50779464,8.357552005,7.257387843,7.531381461,7.714245518,9.22881869,9.438791853,10.00281502,8.622051819,9.850186838,9.943979914,7.727920455,8.335390355,9.169925001,7.599912842,7.936637939,9.6794801,7.672425342,8.426264755,7.672425342,8.459431619,11.29289676,8.909893084,8.038918989,10.71424552,7.599912842,8.438791853,8.77807713,6.64385619,7.562242424,8.271463028,8.209453366,8.290018847,8.592457037,6.64385619,8.022367813,7.636624621,9.926295995,9.447083226,8.21916852,8.204571144,6.965784285,9.008428622,8.049848549,9.603626345,8.991521846
U20285_at,10.21916852,9.990103964,9.30833903,9.68474862,10.86727874,10.46964182,10.3586512,8.558420713,10.00140819,9.857980995,10.38262403,10.05663772,10.06339508,9.927777962,10.27612441,10.78217919,9.890264277,10.43358544,10.41890673,10.65642486,9.990103964,10.4767462,9.923327485,10.20823436,10.36303963,9.726218159,9.984418459,9.781359714,9.93516505,9.483815777,9.826548487,10.49285462,10.90011206,10.14847658,10.25502857,10.66533592,10.89860139,10.39767463,10.48984796,10.33539035,10.57648435,10.60084211,10.8153833,10.37612539,10.43567026,9.290018847,10.44397954,10.14847658,10.50779464,10.26678654,6.64385619,9.56414949,8.957102042,10.57931594,8.554588852,9.87036472,10.39339046,10.37612539,10.05528244,10.28308835,10.28540222,10.38370429,10.16239133,10.34318572,9.087462841,9.717676423,10.07012094,9.14974712,10.3376219,10.31741261,10.66977089,8.876516947
U20325_at,8.957102042,9.337621902,7.77478706,7.50779464,8.129283017,8.038918989,7.741466986,7.303780748,8.405141463,7.894817763,8.335390355,8.64385619,7.451211112,8.721099189,7.21916852,7.499845887,7.21916852,8.603626345,8.74819285,8.665335917,7.189824559,8.988684687,8.027905997,9,9.167418146,8.383704292,7.894817763,7.651051691,7.882643049,7.592457037,8.459431619,9.20701432,9.933690655,7.665335917,9.079484784,8.257387843,9.921840937,8.727920455,8.413627929,9.344295908,8.724513853,10.09934781,9.303780748,8.897845456,8.049848549,8.62935662,8.50779464,8.84862294,8.144658243,8.794415866,9.030667136,8.06608919,7.577428828,8.247927513,7.426264755,8.95419631,8.21916852,8.784634846,8.344295908,8.731319031,8.714245518,8.965784285,8.857980995,9.436711542,8.539158811,8.861086906,8.754887502,6.686500527,8.596189756,8.483815777,8.689997971,9.865733271
U20350_at,6.64385619,8.603626345,6.882643049,6.64385619,8.055282436,8.607330314,6.64385619,8.108524457,6.64385619,6.64385619,7.033423002,7.033423002,6.906890596,7.442943496,8.204571144,8.129283017,7.247927513,7.707359132,8.17990909,6.64385619,9.317412614,7.8008999,7.707359132,7.707359132,7.672425342,8.348728154,8.965784285,6.64385619,7.022367813,6.64385619,6.64385619,11.65329295,8.426264755,12.38316426,9.192292814,7.076815597,8.731319031,7.46760555,7.044394119,8.129283017,8.076815597,9.13442632,10.17242751,7.876516947,6.64385619,6.64385619,7.159871337,9.529430554,7.936637939,7.577428828,6.87036472,6.64385619,6.754887502,7.531381461,6.64385619,7.285402219,6.64385619,6.64385619,6.988684687,6.845490051,7.62935662,6.64385619,7.21916852,8.257387843,7.839203788,7.392317423,7.238404739,6.930737338,8.011227255,7.348728154,7.851749041,7.238404739
U20428_at,9.076815597,8.703903573,8.665335917,8.189824559,8.744833837,9.451211112,7.918863237,8.826548487,8.098032083,7.794415866,7.592457037,8.076815597,8.164906927,8.531381461,8.049848549,8.169925001,8.139551352,8.339850003,8.95419631,7.864186145,8.060695932,9.105908509,8.971543554,8.888743249,8.129283017,8.45532722,9.052568051,8.326429487,9.174925683,8.108524457,7.900866808,9.126704473,9.54689446,8.139551352,9.057991723,8.897845456,9.095397023,8.939579214,8.422064766,8.459431619,9.214319121,9.481799432,8.724513853,8.584962501,8.252665432,8.14974712,8.312882955,8.614709844,8.442943496,8.339850003,8.951284715,8.204571144,8.262094845,8.87958325,8.257387843,6.64385619,8.700439718,8.727920455,8.906890596,8.405141463,9.278449458,9.008428622,8.794415866,8.813781191,8.8008999,8.693486957,9.052568051,8.299208018,9.182394353,8.87036472,9.20701432,9.663558104
U20582_at,7.592457037,8.491853096,7.50779464,7.044394119,8.022367813,8.581200582,7.741466986,7.257387843,7.562242424,6.64385619,7.523561956,7.592457037,7.707359132,7.988684687,7.17990909,7.50779464,7.62935662,7.672425342,8.721099189,6.64385619,6.64385619,8.741466986,8.049848549,8.209453366,8.159871337,8.189824559,8.06608919,7.651051691,7.199672345,7.636624621,7.700439718,7.693486957,8.654636029,7.531381461,8.658211483,7.787902559,8.654636029,8.573647187,7.918863237,7.754887502,8.839203788,9.245552706,7.912889336,7.721099189,7.845490051,7.672425342,7.357552005,8.312882955,7.851749041,8.154818109,7.108524457,7.209453366,8.011227255,8.903881846,8.124121312,8.124121312,8.033423002,8.375039431,8.672425342,8.14974712,7.761551232,8.487840034,7.936637939,8.271463028,7.813781191,8.209453366,8.409390936,6.727920455,7.276124405,8.262094845,8.426264755,9.052568051
U20647_at,7.515699838,8.839203788,6.64385619,6.714245518,7.794415866,6.64385619,8.055282436,7.257387843,8.14974712,8.299208018,7.442943496,8.588714636,8.539158811,8.826548487,6.64385619,6.64385619,8.721099189,6.64385619,8.243173983,8.262094845,8.550746785,9.394462695,6.95419631,6.64385619,8.22881869,7.569855608,6.64385619,6.768184325,6.64385619,6.64385619,7.607330314,7.741466986,9.036173613,7.17990909,7.417852515,6.64385619,9.361943774,8.930737338,8.103287808,8.857980995,8.927777962,9.636624621,9.428360173,8.64385619,9.139551352,8.30833903,6.64385619,8.409390936,7.73470962,6.64385619,6.64385619,6.64385619,6.845490051,6.906890596,6.64385619,7.882643049,8.049848549,6.64385619,8.06608919,8.392317423,6.64385619,8.647458426,8.714245518,7.948367232,9.278449458,8.781359714,8.321928095,7.076815597,9.299208018,8.804131021,8.727920455,7.247927513
U20657_at,8.060695932,7.46760555,6.727920455,7.741466986,8.257387843,8.405141463,9.353146825,8.810571635,8.434628228,7.948367232,8.243173983,7.658211483,8.668884984,8.596189756,8.388017285,8.945443836,7.74819285,8.124121312,7.592457037,7.988684687,8.611024797,9.703903573,9.296916207,9.581200582,9.364134655,8.573647187,8.854868383,8.50779464,8.622051819,7.17990909,7.761551232,8.891783703,10.37503943,9.159871337,8.813781191,9.266786541,9.370687407,9.45532722,9.348728154,8.82336724,8.417852515,9.337621902,9.113742166,8.451211112,8.603626345,7.539158811,8.379378367,9.221587121,9.614709844,8.348728154,8.027905997,8.044394119,7.8008999,8.87958325,8.14974712,8.588714636,8.73809226,9.599912842,8.357552005,8.696967526,8.882643049,9.763212367,7.918863237,9.485829309,9.567956075,9.361943774,8.618385502,8.294620749,10.54399845,8.62935662,9.324180547,8.647458426
U20908_at,10.01541505,9.449148645,9.047123912,9.224001674,9.505811554,10.027906,8.82336724,10.03891899,9.082149041,10.01680829,9.509775004,8.962896005,8.672425342,8.864186145,9.126704473,8.632995197,7.672425342,9.584962501,9.471675214,8.189824559,8.139551352,9.342074668,9.342074668,8.383704292,9.413627929,8.794415866,9.13442632,8.689997971,9.224001674,8.632995197,9.036173613,9.440869168,9.746514321,9.529430554,9.317412614,9.97441459,9.622051819,9.792790294,9.403012024,9.388017285,8.985841937,9.475733431,8.519636253,8.781359714,8.948367232,8.614709844,8.939579214,8.707359132,9.818582177,8.577428828,9.899356923,9.221587121,8.417852515,10.44397954,10.50382574,8.519636253,9.290018847,9.665335917,9.562242424,9.981567282,8.897845456,9.544964433,9.152284842,6.965784285,9.164906927,9.571752644,9.290018847,7.912889336,8.77148947,9.259743264,9.661778098,9.642051693
U20979_at,8.82336724,6.64385619,8.569855608,8.033423002,9.154818109,8.74819285,9.37721053,7.73470962,8.689997971,9.174925683,6.64385619,6.64385619,6.714245518,8.076815597,8.326429487,6.781359714,7.531381461,8.535275377,8.924812504,8.055282436,6.64385619,6.686500527,7.948367232,7.087462841,9.005624549,7.62935662,8.164906927,7.46760555,6.64385619,8.330916878,7.882643049,8.055282436,8.675957033,7.686500527,8.921840937,9.417852515,9.688250309,8.764871591,8.50779464,8.076815597,6.64385619,7,9.556506055,7.918863237,9.226412193,7.741466986,9.344295908,8.344295908,9.330916878,7.8008999,8.994353437,8.495855027,7.417852515,7.118941073,7.857980995,6.845490051,9.113742166,8.495855027,8.599912842,8.816983623,7.22881869,8.005624549,8.463524373,6.64385619,8.339850003,8.357552005,9.068778278,7.238404739,8.573647187,8.550746785,7.857980995,8.049848549
U20998_at,8.487840034,9.652844973,9.541096615,10.81618368,11.35920049,9.388017285,10.81137469,10.33091688,10.93957921,9.529430554,8.751544059,9.033423002,8.294620749,9.702172685,10.77807713,10.98085361,9.505811554,8.794415866,9.751544059,8.882643049,8.060695932,9.226412193,8.982993575,9.049848549,10.70217269,9.339850003,7.266786541,10.28308835,8.8008999,8.233619677,10.40514146,10.03066714,9.487840034,10.203348,10.77561028,10.64565843,11.43097517,10.5372184,11.16616308,9.984418459,9.810571635,10.63117706,11.18858885,9.77807713,10.97727992,8.73470962,11.07079181,11.14402087,11.50233458,11.30092449,11.68693817,9.897845456,10.16239133,12.19844504,11.50878516,9.965784285,10.13185696,11.16616308,8.960001932,9.556506055,9.392317423,8.668884984,9.047123912,9.445014846,9.618385502,9.722807531,9.686500527,10.19721669,8.781359714,9.346513733,9.366322214,9.17990909
U21858_at,8.344295908,8.30833903,9.087462841,8.164906927,8.592457037,8.243173983,7.994353437,8.118941073,8.321928095,8.781359714,7.794415866,7.918863237,9.152284842,9.447083226,9.741466986,9.233619677,8.519636253,7.77478706,7.900866808,7.64385619,8.581200582,8.912889336,9.022367813,8.379378367,8.761551232,7.820178962,7.622051819,8.744833837,8.971543554,8.50779464,8.686500527,8.751544059,8.731319031,8.299208018,8.731319031,8.64385619,9.303780748,8.566054038,9.299208018,8.271463028,8.566054038,8.247927513,9.172427509,9.011227255,9.625708843,7.876516947,8.625708843,9.303780748,8.682994584,8.495855027,9.686500527,8.353146825,8.813781191,10.16113188,9.994353437,8.491853096,8.744833837,8.951284715,8.588714636,8.495855027,8.129283017,9.62388149,8.921840937,9.041659152,9.157346935,9.424166289,9.440869168,9.129283017,9.722807531,9,9.011227255,9.276124405
U21931_at,8.451211112,9.562242424,7.21916852,8.562242424,8.611024797,10.33203655,9.047123912,6.64385619,9.355351096,8.483815777,8.005624549,8.491853096,9.060695932,9.060695932,9.182394353,8.994353437,10.09011242,8.700439718,9.022367813,8.330916878,12.58072965,10.58965115,9.11113567,10.55650605,9.036173613,9.339850003,10.11113567,9.087462841,9.594324604,9.965784285,8.214319121,10.75154406,9.603626345,10.43775207,9.485829309,9.544964433,10.34318572,9.868822555,9.06608919,9.724513853,10.49485558,10.15860969,9.463524373,9.894817763,8.503825738,9.321928095,8.312882955,8.810571635,9.328674927,8.927777962,9.068778278,9.252665432,8.73470962,9.37721053,9.13442632,9.50779464,8.651051691,9.030667136,9.167418146,8.82336724,9.696967526,10.12799432,9.033423002,11.51569984,9.631177056,8.434628228,9.063395081,6.686500527,11.80735492,9.656424863,9.941047606,10.3586512
U22055_at,9.824958741,10.27612441,10.41996018,10.86341196,10.90839262,9.815383296,10.93295289,9.37721053,9.144658243,10.00562455,10.33315535,10.38370429,10.12153352,10.66444728,11.4252159,10.93737382,10.30833903,10.54109662,9.843921051,10.00702727,11.44656641,11.15924065,10.47978026,10.60640521,10.85408918,10.48784003,10.03617361,10.53430288,10.61378946,10.51963625,11.05052891,11.24376903,10.65999589,10.84470576,10.68474862,10.85252951,10.38370429,10.18239435,11.1376316,9.854868383,10.4314976,10.26091953,11.93994645,10.712527,11.49485558,9.50779464,10.67330908,10.90162116,10.6891244,10.79603961,11.58965115,10.75739001,10.92703717,11.88034881,10.26561505,9.682994584,10.29806257,10.76238204,10.19352536,10.85953479,9.658211483,10.77396337,10.5526691,11.13185696,10.48784003,10.51865316,11.00772811,10.31061278,10.91363743,10.83526092,10.82177398,10.77643303
U22377_at,7.64385619,6.64385619,7.499845887,6.918863237,7.807354922,7.531381461,7.285402219,7.491853096,6.64385619,6.64385619,6.768184325,6.64385619,7.50779464,8.515699838,6.64385619,6.64385619,8.781359714,7.247927513,6.64385619,6.64385619,7.011227255,8.971543554,7.6794801,8.144658243,6.64385619,6.64385619,7.483815777,7.426264755,7.768184325,7.303780748,7.417852515,7.813781191,9.060695932,7.044394119,7.707359132,8.665335917,6.882643049,6.64385619,7.665335917,6.700439718,6.64385619,6.64385619,7.523561956,7.794415866,8.73809226,7.426264755,8.113742166,7.50779464,8.154818109,7.864186145,7.459431619,7.417852515,7.930737338,8.562242424,8.426264755,8.413627929,7.900866808,7.894817763,6.882643049,7.238404739,6.64385619,8.299208018,6.64385619,8.388017285,8.13442632,8.50779464,8.577428828,6.894817763,8.710806434,6.64385619,8.055282436,6.741466986
U22897_at,7.592457037,8.900866808,8.876516947,8.903881846,10.77971936,9.569855608,8.930737338,8.044394119,8.519636253,8.479780264,8.614709844,8.276124405,9.057991723,8.842350343,10.90237511,10.53818893,9.154818109,7.87036472,8.511752654,8.071462363,8.864186145,9.269126679,8.483815777,8.891783703,9.670656249,7.257387843,8.787902559,8.276124405,9.938109326,8.21916852,7.022367813,10.07815081,10.83683936,8.945443836,10.07414146,8.400879436,9.611024797,9.493855449,10.08214904,8.22881869,9.226412193,9.11113567,9.209453366,8.661778098,8.562242424,7.584962501,10.33873638,8.791162889,10.12023788,9.14974712,10.65015421,7.794415866,9.411510988,9.828136484,8.675957033,7.982993575,8.625708843,9.796039609,8.8008999,9.06608919,8.784634846,8.842350343,8.044394119,9.294620749,8.383704292,8.915879379,9.479780264,8.139551352,9.079484784,8.044394119,9.13442632,8.569855608
U22963_at,8.535275377,8.459431619,7.50779464,7.948367232,8.647458426,9.068778278,7.882643049,8.071462363,6.64385619,6.64385619,8.082149041,8.321928095,7.960001932,8.562242424,6.64385619,6.64385619,7.562242424,8.417852515,9.057991723,7.988684687,8.447083226,9.236014192,8.499845887,8.861086906,8.665335917,8.257387843,8.164906927,8.027905997,7.8008999,8.654636029,8.139551352,9.226412193,9.632995197,8.266786541,8.845490051,8.038918989,8.888743249,9.328674927,8.693486957,8.21916852,9.187352073,8.816983623,8.810571635,8.915879379,8.113742166,7.787902559,8.271463028,8.577428828,8.184875343,8.951284715,9.038918989,8.527477006,8.471675214,8.199672345,7.169925001,8.348728154,9.103287808,8.434628228,8.159871337,8.294620749,9.199672345,9.052568051,8.942514505,9.35974956,8.957102042,8.375039431,9.071462363,6.942514505,7.948367232,8.665335917,8.622051819,9.627533884
U23028_at,7.417852515,7.787902559,7.459431619,7.087462841,7.451211112,8.113742166,7.832890014,8.118941073,6.64385619,7.159871337,7.912889336,8.044394119,7.636624621,7.971543554,8.471675214,8.285402219,7.055282436,8.8008999,8.550746785,7.339850003,6.64385619,7.960001932,7.851749041,6.64385619,7.965784285,6.64385619,6.794415866,6.906890596,6.64385619,8.189824559,7.577428828,7.686500527,9.257387843,7.584962501,6.64385619,7.787902559,8.108524457,7.636624621,8.607330314,7.46760555,8.994353437,8.707359132,7.14974712,7.199672345,7.491853096,6.64385619,8.164906927,8.357552005,8.357552005,7.971543554,7.882643049,7.693486957,7.924812504,8.330916878,6.988684687,7.118941073,7.826548487,8.184875343,7.912889336,7.442943496,7.523561956,6.845490051,8.30833903,6.930737338,7.6794801,8.459431619,6.64385619,6.64385619,6.686500527,6.64385619,7.266786541,7.366322214
U23143_at,7.607330314,8.108524457,8.535275377,8.044394119,8.312882955,8.764871591,8.614709844,8.21916852,8.339850003,7.330916878,8.06608919,8.566054038,7.994353437,7.87036472,8.252665432,8.640244936,7.451211112,9.20701432,8.033423002,7.62935662,7.888743249,8.422064766,8.184875343,8.326429487,9.315149562,7.700439718,7.87036472,8.139551352,8.487840034,7.577428828,8.77807713,8.77807713,7.700439718,8.266786541,8.625708843,8.539158811,9.044394119,8.764871591,8.82336724,8.471675214,9.105908509,8.903881846,9.154818109,8.829722735,8.569855608,7.312882955,8.118941073,8.997179481,8.87036472,8.503825738,8.463524373,8.82336724,8.447083226,9.162391329,6.658211483,7.948367232,8.912889336,8.686500527,7.936637939,8.247927513,8.693486957,8.209453366,8.033423002,8.791162889,8.62935662,7.741466986,8.721099189,8.076815597,9.398743692,8.159871337,8.797661526,9.052568051
U23803_at,10.7903485,8.727920455,6.64385619,9.495855027,9.388017285,6.64385619,6.807354922,8.804131021,9.22881869,6.64385619,10.00281502,6.672425342,9.987264012,10.23959853,7.851749041,10.01402047,9.638435914,7.098032083,6.918863237,6.64385619,7.375039431,10.23601419,9.463524373,7.988684687,7.839203788,6.64385619,6.64385619,6.64385619,8.233619677,8.599912842,9.312882955,8.087462841,7.312882955,9.049848549,9.337621902,8.527477006,9.379378367,9.670656249,8.194756854,8.434628228,8.675957033,9.407267764,9.887220615,8.951284715,9.899356923,6.64385619,9.726218159,8.918863237,9.008428622,9.184875343,6.64385619,9.35974956,9.995767151,11.45635442,9.575539247,10.22761594,10.1711768,9.87036472,9.22881869,9.245552706,7.930737338,9.481799432,8.577428828,9.271463028,8.113742166,9.86727874,10.26209485,9.167418146,8.554588852,9.815383296,8.511752654,9.162391329
U23946_at,8.14974712,9.560332834,6.64385619,8.487840034,8.290018847,7.055282436,8.891783703,7.845490051,7.982993575,8.503825738,8.6794801,6.64385619,8.668884984,8.826548487,8.700439718,8.344295908,7.599912842,7.693486957,9.076815597,8.276124405,6.672425342,9.805743872,8.13442632,8.243173983,8.581200582,8.005624549,7.754887502,7.781359714,7.303780748,6.64385619,7.400879436,7.622051819,9.746514321,8.330916878,9.142107057,7.761551232,9.055282436,9.022367813,9.136991112,8.14974712,9.290018847,9.434628228,8.169925001,6.965784285,9.283088353,7.826548487,7.918863237,9.139551352,10.16113188,8.491853096,9.73978061,7.169925001,6.64385619,9.477758266,6.64385619,8.87036472,8.997179481,9.344295908,8.924812504,8.64385619,6.845490051,9.136991112,7.672425342,8.30833903,7.577428828,9.243173983,8.396604781,6.965784285,7.6794801,7.599912842,7.658211483,7.459431619
U24105_at,11.08480839,11.21127995,11.11569395,10.55842071,10.96144969,11.99682653,10.19844504,10.02236781,10.45121111,10.3858624,10.27961058,9.087462841,10.49085088,10.93810933,11.50133962,11.14720492,10.56128795,10.82097669,10.94909716,9.896332404,9.899356923,10.95637616,10.81698362,11.46658634,11.35204343,10.75572215,11.4236412,10.93442804,11.29920802,10.82336724,9.566054038,11.84431346,11.65776504,11.509775,11.62707784,11.77478706,11.5464122,11.03823313,11.39767463,11.58167136,10.28193003,12.29834902,11.58683979,10.70130646,11.2137118,10.78871833,10.93663794,11.41837972,11.48633225,11.05460432,12.0891194,11.31288296,10.47065887,11.8753654,9.63481105,11.50729912,11.10394343,11.4655664,10.9076418,11.08480839,11.85252951,11.36796071,11.07414146,11.17367714,11.86031105,12.01436924,11.76155123,11.04916787,12.12992693,11.47573343,11.75988818,11.98370619
U24152_at,9.459431619,10.31061278,8.353146825,9.303780748,9.231221181,10.39446269,8.417852515,8.361943774,8.326429487,9.392317423,8.087462841,8.400879436,8.962896005,9.438791853,9.575539247,9.243173983,8.46760555,9.243173983,9.283088353,8.366322214,9.54689446,9.294620749,9.052568051,10.06608919,9.552669098,8.897845456,9.575539247,9.346513733,9.136991112,9.638435914,7,9.958552715,10.43879185,10.6128685,9.899356923,8.885696373,10.29806257,9.807354922,9.240791332,9.677719642,8.413627929,9.876516947,9.968666793,9.495855027,9.46760555,8.700439718,8.857980995,9.221587121,9.786269628,9.586839788,11.06608919,9.601770788,9.159871337,8.912889336,9.162391329,8.97441459,9.4325419,9.573647187,8.710806434,9.442943496,9.964340868,9.636624621,9.656424863,10.04439412,8.832890014,9.569855608,9.807354922,8.6794801,9.891783703,10.01820018,9.663558104,9.812177306
U24166_at,10.36850646,9.525520809,10.56128795,10.44604941,10.94690627,11.28366717,10.20579325,8.864186145,9.259743264,10.23840474,8.794415866,9.691743519,10.73470962,11.56176526,11.65910396,11.15608308,10.666224,10.09011242,10.01541505,8.238404739,9.030667136,10.60733031,10.06339508,10.45943162,10.94178124,10.20089861,10.18611424,10.49485558,11.4419067,10.08214904,9.829722735,10.45327063,10.49085088,10.33315535,11.17990909,10.95927751,10.74062404,10.55074679,10.83368075,9.941047606,10.3140167,10.85408918,11.08214904,9.975847968,11.50630758,9.453270634,10.82177398,10.54206454,10.57553925,9.888743249,11.36468186,10.07547915,10.12799432,11.64655871,10.81057163,10.40194612,10.00140819,10.03204573,10.73809226,10.83051521,11.05256805,10.40620501,9.839203788,10.79603961,10.53138146,10.91363743,10.77561028,10.11634396,10.84862294,10.2632692,10.47573343,11.19167615
U24266_at,6.845490051,6.882643049,7.451211112,6.64385619,7.044394119,8.113742166,7.607330314,6.64385619,7.562242424,7.011227255,7.794415866,6.686500527,7.330916878,7.794415866,9.301496195,7.8008999,6.64385619,6.64385619,7.918863237,6.64385619,6.64385619,8.14974712,7.022367813,7.247927513,8.495855027,6.727920455,8.087462841,8.209453366,8.271463028,7.46760555,7.321928095,8.055282436,7.312882955,6.64385619,6.894817763,6.894817763,7.584962501,7.321928095,8.049848549,6.658211483,6.64385619,8.357552005,6.95419631,6.64385619,6.64385619,6.64385619,7.285402219,6.64385619,8.144658243,8.189824559,8.724513853,7.06608919,7.971543554,9.971543554,6.64385619,6.64385619,7.044394119,8.118941073,7.62935662,7.714245518,8.797661526,7.781359714,7.977279923,6.64385619,6.64385619,7.366322214,7.209453366,6.714245518,6.95419631,7.451211112,6.64385619,7.562242424
