Genes,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50,c51,c52,c53,c54,c55,c56,c57,c58,c59,c60,c61,c62
Hsa.13535,6.705619011,7.834080542,8.031160912,8.295805217,7.176279335,6.980062165,7.92670823,7.293339629,7.92670823,6.491170369,6.328356432,8.069186408,7.508565389,7.941511497,7.763449057,8.649342529,6.035439446,6.45049557,7.20444651,5.436510062,7.58654806,6.980062165,6.701385841,7.333608399,7.614484257,7.964538375,7.644650617,8.559191418,7.371224398,7.483794978,7.522585328,5.890729097,6.99838661,8.006051844,7.614484257,7.792006219,7.173915652,7.545667012,7.994636291,7.674905265,8.724144138,7.658790794,7.282592255,6.637272273,7.394490355,6.83820154,7.445335305,7.735854058,7.143740336,7.499364994,8.333800973,7.576518481,8.623155802,7.853623468,7.800240279,7.338418664,8.692485582,8.229084711,7.584771001,7.480159562,7.609577925,7.33659294
Hsa.1212,8.316072732,6.862325401,8.340791957,8.245023588,7.588169367,6.45958762,7.956244054,11.26296974,5.4519768,7.302345587,5.18831924,6.943136777,7.572669669,8.392644264,6.723844775,8.012906536,6.617203199,6.709657507,7.857143259,6.168285525,6.273570031,8.298095836,10.07217302,6.99838661,8.324062199,6.431755043,8.226741577,7.88249613,6.66082173,8.046321361,8.008233418,5.860766605,7.385890226,6.286893068,8.036731081,6.222967806,6.799933327,6.114605475,6.894937038,8.261975841,7.853623468,6.246230308,6.941475527,8.386062732,6.579999558,6.72201423,7.495963312,7.151988732,6.537453893,7.65552149,10.09420563,10.33248201,8.436317287,8.828082214,7.224516775,6.012709234,6.776537037,6.783391171,8.815382779,7.982779261,6.498860785,4.94142441
Hsa.37075,7.378279471,7.0517808,6.635234811,6.527640954,7.056753074,7.270464137,7.945139841,7.385890226,7.818047117,7.367201948,8.040541617,7.722474839,6.783391171,6.873892559,5.977309471,5.92034325,8.27537509,7.998354761,7.295195697,7.374852985,6.970024225,6.670592293,6.795738045,7.401310335,6.801744859,7.342186528,7.200876462,7.168615511,6.922136451,7.347344182,7.15049744,6.7515419,6.946585608,6.795738045,7.220428259,6.933723013,6.598266261,6.598266261,6.787076843,7.924784733,7.17068913,7.898922173,7.014457884,7.264494057,6.991483444,7.47478143,6.478760488,6.819219043,7.850177762,7.365230261,7.185398207,7.619792814,7.646429802,7.414460197,7.795329577,8.15793853,7.070195404,8.078190414,7.703578771,7.551542065,8.145328209,7.913684714
Hsa.123,6.862325401,6.813226759,7.286325236,8.014949142,6.948122271,6.257898764,7.616163441,7.058274594,6.801744859,5.279716908,5.764601963,6.032047505,7.296719385,7.104723865,7.450806835,7.45804008,6.572650112,6.5819076,7.291418785,5.935018629,7.485682611,7.187267455,6.633344487,6.99642884,7.268028042,8.400927626,7.387581007,8.001657892,6.687306819,7.15842564,6.426873415,5.927613587,6.417052156,6.532472817,7.840353584,7.814543188,8.031160912,7.412295301,6.961040732,7.241374292,8.311478798,6.762209485,6.373084048,7.389333656,6.66364303,7.012213608,7.607333894,6.922136451,6.600464482,6.491170369,7.75317145,7.130836236,7.958040934,7.224516775,6.920391277,6.747723058,6.914298322,7.450806835,7.621433929,7.050384082,6.984247547,6.517539862
Hsa.1672,7.671911958,8.894609009,6.945026534,8.154216248,7.941511497,6.868342655,7.602241488,6.701385841,7.561132706,7.619792814,7.116949255,8.155929707,7.419894954,7.362223827,8.02079001,7.816226012,6.052676724,7.066597899,7.966365899,6.591419795,8.477107363,8.096291783,6.575370893,6.993075342,8.287739186,8.133821689,8.080021469,8.350349668,7.670083968,7.59903698,8.570555354,7.163795736,7.480159562,9.001456775,7.917229617,7.990432488,8.894609009,8.055427642,8.856498322,8.344436233,9.412047004,8.684767281,8.135973187,8.442474691,8.245023588,8.001657892,8.714387342,8.961841275,8.7221316,7.764841635,9.212556396,7.314961058,9.053696454,9.014096532,8.96529834,8.934154538,9.140171321,9.334979662,8.072561395,9.209238738,8.794176865,8.438301572
Hsa.1860,8.432314241,7.58654806,9.130525311,9.062217654,7.371224398,7.609577925,7.873887599,8.739153972,7.302345587,7.861367111,6.184955304,7.65368069,7.499364994,8.086803965,8.601228036,8.206331436,6.505570839,7.086555739,7.792006219,7.345847313,8.257831868,8.434434528,6.783391171,7.300469179,8.069186408,6.856305035,6.687306819,8.291651233,6.409815196,6.643770091,7.385890226,5.14573004,6.508293181,7.005577467,7.641067,6.081180165,6.946585608,6.570470276,7.67672716,7.211502122,7.857143259,7.888210019,6.778935558,5.060131084,7.973324269,6.206119495,7.138387419,7.200876462,7.595513767,8.255470276,8.025278903,7.342186528,6.570470276,8.284091235,6.766270279,7.107152941,7.689449095,7.478238584,7.763449057,7.687655621,6.922136451,7.834080542
Hsa.8301,8.102137425,8.234382491,7.930841283,7.469035179,9.516676372,9.459195271,8.660469829,8.154216248,8.174119487,8.295805217,9.254600824,8.306963505,9.258111214,8.150741456,9.098522438,7.20444651,7.075658564,7.06835703,8.772963679,8.866110817,7.611010514,7.788301556,7.046671652,6.987597767,8.900162716,8.507626503,8.464166937,8.551822356,8.09822315,8.231172396,8.364022365,9.557711659,9.430693992,8.984044448,7.835299637,9.782453219,9.197576985,8.66483491,8.68229577,8.603626345,8.866110817,9.691163781,9.508925058,8.783318291,8.344436233,9.276508672,9.59270056,8.958624275,9.288671499,8.952799947,9.175801436,9.219246213,8.810410451,9.273431289,10.02314668,9.98284411,9.470919584,9.466316619,9.119551134,8.891377536,8.922592075,8.810410451
Hsa.3888,7.323659163,8.03877919,7.689449095,7.644650617,6.801744859,6.69363983,7.686172913,7.711181803,7.551542065,7.274010608,7.956244054,8.903231228,6.629370723,6.945026534,6.72201423,7.153597793,8.281709466,8.285978615,7.27584815,7.522585328,7.251549602,7.614484257,7.054970979,6.985768502,7.038819892,8.03877919,7.323659163,6.735292873,6.836060539,7.731869723,7.467175596,8.118895873,7.284648754,7.342186528,7.939724225,6.902748542,6.44066291,7.350531466,6.584167248,7.630393963,6.333634365,7.209453366,7.253074303,7.779029848,7.639473753,7.838932457,5.617608466,7.15842564,7.770701187,6.787076843,6.646401928,6.778935558,5.908007089,6.417052156,7.678533127,5.860766605,6.097661765,7.2303335,7.633673774,7.577962339,7.178194169,7.777172578
Hsa.24877,6.44066291,6.238472542,7.784463877,7.401310335,7.492972173,7.954598775,7.031554922,7.178194169,7.0950873,7.591905945,7.331506439,6.505570839,7.056753074,6.99642884,6.99838661,7.309926633,6.271101518,7.264494057,7.151988732,7.958040934,6.937576003,7.218696811,6.69363983,7.447221902,6.495687427,6.178197382,6.067286887,6.118378483,6.586585589,6.419517144,6.094348461,6.292182085,6.226107601,6.409815196,5.787241181,5.443756354,7.349076438,6.008764745,6.537453893,4.786039815,5.70529125,6.163209785,5.360890968,6.153563472,5.240252769,4.986396254,5.510727166,5.580665836,5.908007089,6.613208432,7.007448721,5.554395753,5.721910628,7.044894674,6.125408471,5.465152962,5.661828657,6.100886114,5.81478194,6.677249065,5.536905187,5.529407883
Hsa.16501,8.585541692,8.64400336,8.64200859,8.815382779,7.648168516,7.15842564,8.313852914,7.418067502,8.423900717,7.605607359,6.756046191,8.447097894,8.023212419,8.07102113,8.146926652,9.435092866,7.630393963,6.61953134,8.338533683,6.530057649,8.603626345,8.287739186,7.954598775,6.984247547,7.607333894,8.459793833,8.212145685,8.384086025,7.982779261,7.624670483,7.930841283,6.333634365,7.00892555,7.591905945,8.521490896,7.852100556,7.320408975,7.964538375,9.186874236,8.406811902,9.228806668,8.143758436,7.939724225,7.694567955,8.352395182,7.447221902,8.055427642,8.234382491,8.264374493,8.466520557,8.754036199,8.608602999,8.998064444,8.432314241,8.072561395,8.434434528,8.422010493,8.791073065,9.186874236,8.689825554,8.061135105,8.367746578
Hsa.3166,7.980980713,7.889937637,7.658790794,7.088827554,7.407042936,6.950291551,8.074582605,7.658790794,6.932043259,7.607333894,9.039771207,8.317592775,6.961040732,6.5819076,7.058274594,6.355834164,7.889937637,7.173915652,6.843773174,7.409035009,7.058274594,7.483794978,7.737627889,6.982007283,7.865337165,7.27584815,7.335060369,7.512154232,7.700007829,7.911598811,7.378279471,7.756684365,7.470296753,7.904332587,7.050384082,7.581358537,7.652164945,7.611010514,7.033435435,8.370043316,7.928491631,8.65617283,8.255470276,9.068010231,7.869538125,9.077360168,8.845244691,8.107368118,8.410565556,7.584771001,7.300469179,7.816226012,7.192571223,7.529053914,9.587964687,8.210043624,8.906324265,7.895054347,8.518882182,8.289598749,8.4450282,8.379815037
Hsa.2558,7.646429802,7.320408975,8.078190414,7.502880555,7.463803841,7.798519881,7.338418664,7.895054347,7.374852985,7.980980713,8.059215351,6.856305035,6.836060539,6.892569256,7.852100556,7.220428259,6.317800626,7.050384082,6.602197179,7.746359365,7.871238544,8.008233418,7.293339629,8.474751997,7.279228637,6.97612708,7.070195404,6.803899872,7.953225805,7.296719385,7.300469179,7.15049744,7.630393963,6.984247547,7.010314234,6.68979738,8.442474691,6.896847996,6.764375094,6.503907787,6.019755711,6.908570822,7.517520813,7.437746704,7.033435435,6.957545822,7.942946719,7.739353807,7.434996723,6.735292873,7.911598811,6.772551904,6.609240709,7.75317145,6.783391171,6.728091671,6.325762425,5.868521889,7.010314234,7.215202613,7.264494057,6.841859527
Hsa.6546,7.398829182,5.661828657,6.517539862,6.468851299,7.953225805,7.777172578,6.952305381,9.787344673,7.403528873,7.07403094,7.523967847,6.45049557,6.697615556,6.600464482,7.577962339,6.985768502,6.550153452,7.437746704,7.490827591,7.478238584,5.881123831,6.431755043,7.700007829,6.972107098,7.362223827,6.056202416,6.260644904,6.286893068,5.580665836,6.625046548,6.131568243,6.709657507,7.188861591,6.968185536,6.495687427,7.547353551,7.012213608,7.612936253,7.543522076,7.445335305,6.263179831,7.282592255,6.512884435,7.181798281,5.898695973,7.467175596,7.569140207,4.90814659,6.68979738,6.298010816,5.617608466,7.000038176,7.627016043,6.926194592,6.627089023,6.836060539,7.539514062,7.335060369,7.705508651,6.289557848,6.980062165,6.232809276
Hsa.1651,7.45804008,7.505072637,7.96241002,7.671911958,6.174716324,6.226107601,7.574918193,6.575370893,8.194081649,7.180087209,6.386410464,6.896847996,5.360890968,5.941837078,6.920391277,7.050384082,6.464046354,6.801744859,7.270464137,5.587306913,7.141592982,6.611015275,6.455576465,6.972107098,7.308471152,7.570792199,7.553535161,7.576518481,7.841886911,7.213279856,7.630393963,6.236180888,6.743442434,7.259652158,7.005577467,6.443264416,8.64400336,6.904938535,7.553535161,7.07403094,7.318493245,6.390715386,6.836060539,6.695194608,7.116949255,6.414501116,6.611015275,6.984247547,5.864701372,6.39340845,6.577701698,6.910461884,7.777172578,7.236301267,6.898411223,5.970141154,8.455946276,7.304630268,6.66364303,6.564070797,6.114605475,6.554618557
Hsa.2777,7.209453366,6.924176528,6.426873415,6.081180165,7.547353551,6.658501744,6.768538657,6.542742329,6.854271199,7.185398207,8.118895873,6.904938535,7.821519926,6.76021236,6.588762987,7.492972173,7.220428259,6.741627905,6.66082173,6.621182208,7.505072637,7.605607359,7.960428939,6.972107098,7.658790794,7.749495341,7.823467916,7.678533127,8.4450282,8.05745988,7.130836236,7.906099223,7.508565389,7.224516775,7.054970979,7.570792199,7.561132706,8.042489012,7.846027168,7.642979835,6.633344487,6.643770091,7.37300123,7.718757127,7.506774011,6.946585608,7.539514062,7.448984852,7.178194169,7.202559909,7.314961058,6.832148881,6.735292873,6.471512648,7.418067502,7.391196461,6.747723058,7.088827554,7.852100556,7.227328688,6.817210623,7.071983016
Hsa.2868,7.835299637,7.65368069,6.989973998,7.597290868,6.108989767,6.199387387,7.138387419,7.198657321,6.658501744,6.803899872,7.232009256,7.505072637,6.822989129,6.774181294,6.273570031,7.12527014,7.998354761,8.306963505,7.003787189,6.67539482,8.169948432,7.55743529,6.438912553,6.968185536,6.584167248,7.407042936,7.792006219,7.323659163,7.384352064,7.713000629,7.183569754,7.984850243,7.913684714,7.021708963,8.483653273,7.846027168,6.542742329,7.84386332,5.99337123,7.409035009,6.860656485,7.146906128,7.611010514,7.673434465,7.452277116,7.607333894,7.071983016,6.739288469,7.495963312,6.822989129,7.227328688,6.766270279,6.902748542,6.131568243,6.077201643,6.575370893,6.067286887,7.020155537,7.401310335,7.470296753,7.012213608,7.239758653
Hsa.1331,10.12872777,10.01639585,12.11268621,9.439292357,9.682219299,8.206331436,9.206971403,10.28176237,9.451403569,8.319854913,7.289705086,8.815382779,10.60864622,8.944298326,10.45759105,8.85334578,10.33248201,7.59903698,9.366127938,7.564982886,9.542700835,10.24968733,8.614979909,6.966404045,7.448984852,9.662399053,10.21046004,9.600521433,10.21779377,9.596726593,12.26332742,10.29696948,7.374852985,10.83618846,10.77084103,9.393018447,8.373422994,8.791073065,10.68987049,10.02314668,10.80830408,9.137012191,8.825353264,8.724144138,9.062217654,8.830873977,7.684273544,9.366127938,9.300030704,10.57696154,9.990155672,9.273431289,10.92983537,10.01639585,11.38387506,9.809665714,11.89052177,10.54503826,10.14344946,9.887494317,10.06630906,9.975409552
Hsa.10807,6.856305035,6.584167248,7.489081392,7.298780982,5.75892381,6.249322995,6.950291551,6.591419795,6.631465765,6.213852093,5.651107259,5.75892381,7.156161386,7.188861591,6.978203012,7.077246445,6.854271199,7.014457884,6.519354712,6.125408471,6.821358418,6.821358418,6.665890605,6.989973998,6.613208432,6.491170369,6.052676724,6.560816015,6.956096009,7.018070924,7.091024116,5.133909501,5.49875529,6.38364577,6.265692168,6.042153594,6.749426135,6.358856764,7.476227492,7.031554922,7.714499241,7.192571223,6.677249065,6.320240085,7.246181261,6.343714417,6.491170369,7.026327102,7.202559909,6.716309466,7.924784733,6.658501744,7.814543188,7.886301346,6.813226759,6.745981115,8.012906536,7.497428229,7.146906128,6.789518921,6.665890605,6.584167248
Hsa.41208,8.880111282,7.733823368,5.908007089,8.903231228,10.00192298,9.569216174,8.76376601,9.094830707,7.973324269,9.880658867,8.597371375,8.120981968,9.050223004,8.910869966,8.739153972,8.828082214,8.845244691,9.258111214,9.269855121,9.225100126,8.96529834,9.620267132,9.435092866,9.338937257,9.408260565,8.928775281,8.451132659,8.880111282,8.027254131,8.703048998,8.518882182,10.50361691,9.319071146,8.546409083,9.809665714,10.7461311,7.812859434,8.880111282,9.791565449,9.116165762,8.123058374,9.579036983,9.22231347,10.59684229,8.769843708,9.186874236,8.697880066,9.175801436,7.382610082,9.143441643,5.536905187,9.513043362,8.684767281,9.538301597,8.027254131,9.071105927,7.958040934,8.390773623,9.39683711,9.430693992,6.756046191,9.273431289
Hsa.440,6.770650041,6.249322995,5.898695973,6.355834164,7.680088378,7.545667012,6.643770091,7.331506439,8.234382491,7.414460197,7.735854058,6.941475527,7.091024116,6.914298322,7.921474339,7.347344182,7.857143259,7.295195697,8.408629008,7.726321453,6.208767702,5.472398675,8.916461716,7.508565389,7.686172913,6.870515863,6.830121582,7.284648754,5.700641073,6.598266261,6.968185536,7.308471152,7.722474839,7.572669669,7.707433725,8.129558067,5.99337123,8.222401511,7.218696811,7.476227492,7.660780334,7.405738516,7.0950873,7.050384082,6.71805664,8.329681343,7.71630504,6.699320569,6.840140352,7.564982886,7.523967847,8.481221978,7.374852985,7.430603625,7.749495341,7.44163367,7.304630268,6.906642369,7.382610082,6.652634522,6.443264416,7.088827554
Hsa.8131,7.41592028,6.453177687,7.082664136,6.701385841,7.642979835,7.805619071,6.584167248,7.050384082,7.759864565,7.244663063,7.543522076,6.677249065,7.588169367,7.04311727,7.046671652,7.023875947,7.443083907,7.445335305,7.15049744,7.807533586,6.566248038,6.898411223,7.520791012,6.964812232,6.912352402,6.156766513,6.478760488,6.295293474,5.745206965,6.537453893,6.584167248,6.982007283,6.741627905,6.412235195,5.945632621,6.68558528,6.341113459,7.311607704,7.427064076,5.966818931,5.91671163,7.298780982,7.176279335,7.188861591,6.856305035,6.985768502,7.215202613,6.846103016,6.846103016,7.318493245,7.130836236,7.016287106,6.485564463,7.286325236,6.939871117,7.271928338,7.316920884,6.228924174,6.556572802,6.323218962,6.346033255,7.218696811
Hsa.1618,7.007448721,8.018675808,6.929779546,7.780932342,7.360539862,6.558709544,7.481894458,5.617608466,8.719470523,7.000038176,6.419517144,7.889937637,7.020155537,7.365230261,7.658790794,6.920391277,7.384352064,7.448984852,8.09822315,6.868342655,8.186176556,7.506774011,6.870515863,6.959227951,8.11160687,7.915176794,8.096291783,8.186176556,8.382241907,7.430603625,8.096291783,7.10297639,7.153597793,7.857143259,7.772392269,7.646429802,7.871238544,7.742608252,7.835299637,8.118895873,8.726265411,7.156161386,7.731869723,5.984137271,7.318493245,7.220428259,7.007448721,8.078190414,7.621433929,6.483514155,7.452277116,7.941511497,8.474751997,8.014949142,7.185398207,7.384352064,8.115266044,8.21678653,8.049861721,7.593903107,7.637274611,6.950291551
Hsa.23677,6.579999558,6.723844775,7.795329577,7.437746704,7.227328688,6.993075342,7.202559909,7.891467206,5.478293393,7.217066508,6.884487636,5.823400115,8.090538462,7.539514062,7.838932457,7.215202613,6.45049557,6.508293181,6.39340845,7.363633166,6.417052156,6.566248038,6.705619011,7.266398164,5.734123946,6.545136372,6.236180888,5.17624555,6.542742329,6.228924174,6.163209785,6.687306819,5.890729097,5.661828657,5.376782172,5.710433188,6.936005256,6.341113459,7.232009256,6.783391171,5.685790979,6.799933327,6.550153452,7.627016043,6.150716893,6.76021236,7.120548937,6.687306819,7.818047117,7.213279856,7.761786051,7.409035009,7.145241912,7.181798281,7.666889422,6.929779546,7.360539862,6.946585608,6.797487911,7.32544909,7.048583551,6.483514155
Hsa.27958,7.818047117,7.122375477,7.241374292,7.086555739,6.409815196,6.768538657,7.875612627,7.239758653,7.705508651,6.71805664,7.709543009,6.789518921,7.658790794,6.888949418,6.611015275,6.762209485,6.97612708,7.279228637,7.42323115,7.698513124,7.403528873,7.44163367,6.922136451,6.950291551,6.846103016,7.541837294,6.985768502,7.018070924,7.971104987,7.827293527,7.611010514,7.902840911,7.642979835,7.418067502,7.582909223,6.741627905,8.181835142,6.730469042,5.980777153,6.813226759,6.793509967,7.215202613,7.033435435,6.739288469,6.701385841,5.296451486,6.654358849,6.539941747,7.046671652,6.656424863,6.743442434,6.894937038,6.213852093,6.510701647,7.056753074,6.001130298,6.457582113,7.318493245,5.36873456,6.171949946,6.077201643,6.623182948
Hsa.94,8.394975703,7.600933211,6.776537037,7.32544909,9.073884139,7.930841283,8.150741456,7.958040934,9.197576985,8.146926652,8.394975703,7.570792199,8.527957446,8.174119487,8.083844727,7.360539862,8.705788994,7.650019834,9.560880714,8.003575942,8.530428363,7.054970979,9.056960172,6.945026534,8.15793853,8.731604804,8.279415128,8.21678653,7.407042936,8.589953721,7.55743529,8.856498322,8.379815037,7.69304736,8.428452031,10.26541277,6.370577735,9.634275318,7.658790794,8.179487774,8.03877919,8.017000538,8.453475097,9.147197127,8.494642065,9.529459522,8.872171928,8.214622295,7.662625884,9.024599489,8.118895873,8.961841275,8.350349668,7.633673774,7.761786051,8.608602999,8.384086025,7.628630154,8.760952219,7.249445341,9.912367614,8.65617283
Hsa.41338,6.789518921,7.469035179,7.234270451,6.783391171,7.003787189,9.180336299,5.661828657,7.478238584,7.27584815,7.0950873,6.747723058,8.222401511,7.295195697,8.125645103,6.558709544,6.238472542,7.234270451,7.982779261,7.365230261,8.340791957,4.925072943,6.457582113,7.314961058,7.056753074,5.575746612,5.4519768,5.36873456,5.606045755,5.36873456,6.111711186,7.173915652,7.635569517,6.375846621,5.833412458,6.464046354,7.279228637,5.522808037,6.985768502,8.65617283,7.547353551,6.66364303,7.996360498,9.408260565,7.773947421,7.525376829,7.194358124,6.866491256,7.994636291,8.428452031,9.400878404,6.797487911,7.69304736,7.668464132,8.836511084,7.55743529,9.557711659,8.289598749,5.833412458,7.091024116,8.141775895,6.886605212,8.880111282
Hsa.25481,7.173915652,8.212145685,5.894231024,5.529407883,8.298095836,7.268028042,6.991483444,7.549443117,7.44163367,8.538998044,9.534353719,6.61953134,8.559191418,7.335060369,7.163795736,8.255470276,6.363247396,7.932570059,7.7866069,8.222401511,7.180087209,8.322193486,8.001657892,8.154216248,8.291651233,7.859085863,8.956027134,7.311607704,9.059884329,7.96241002,7.506774011,8.775685675,7.691173914,7.980980713,7.945139841,7.41592028,9.143441643,8.885192528,8.210043624,8.20210328,7.239758653,7.581358537,8.68229577,9.64573948,8.501070539,8.570555354,10.12872777,9.156722483,8.35955546,7.086555739,7.878195318,7.071983016,7.553535161,7.308471152,8.190041297,8.11160687,6.943136777,7.277425397,8.081939517,8.76376601,7.576518481,7.591905945
Hsa.1659,7.700007829,8.250923382,9.288671499,8.68229577,7.012213608,6.681456067,7.470296753,8.21678653,7.751258969,7.409035009,5.948838193,8.986787544,7.800240279,8.373422994,8.186176556,8.052213929,7.382610082,6.623182948,7.104723865,6.99838661,7.151988732,8.076362206,7.123944488,6.941475527,6.556572802,7.293339629,8.074582605,6.916176116,7.478238584,7.251549602,8.17761886,6.914298322,6.648349463,7.401310335,7.271928338,6.827087578,7.541837294,6.918072635,8.57592163,7.529053914,8.455946276,7.173915652,8.617558703,6.68979738,8.346159825,6.600464482,8.214622295,8.516848222,8.102137425,8.714387342,6.138484862,7.244663063,7.635569517,8.47911397,6.99642884,8.042489012,9.206971403,7.555297895,7.028187697,7.984850243,7.280936863,8.042489012
Hsa.2145,6.004490519,7.898922173,7.020155537,7.007448721,6.317800626,7.046671652,6.038890677,8.018675808,5.593011535,8.658194203,6.621182208,6.787076843,7.409035009,7.000038176,6.325762425,7.369429896,8.268391077,7.44163367,5.587306913,7.646429802,8.291651233,7.32544909,6.725936813,7.986398089,7.628630154,6.737337855,8.033139657,7.561132706,8.154216248,9.682219299,6.679532313,7.784463877,8.218927218,7.886301346,7.16540952,7.689449095,7.470296753,7.512154232,7.642979835,7.005577467,6.485564463,7.616163441,7.990432488,8.745290472,8.470475857,7.499364994,9.209238738,9.254600824,8.080021469,6.864575578,7.266398164,6.562436937,6.76021236,6.491170369,7.483794978,7.857143259,6.588762987,5.81478194,7.2303335,8.931584891,6.697615556,7.113370818
Hsa.39753,7.67672716,7.382610082,7.514025514,7.349076438,7.8632151,7.110962297,8.229084711,7.563041238,7.814543188,6.980062165,8.123058374,7.202559909,7.410585387,6.609240709,7.0517808,5.952698042,7.604266258,7.886301346,7.652164945,6.793509967,7.996360498,7.316920884,7.323659163,7.236301267,6.858492427,8.273356461,7.973324269,7.271928338,7.494425934,8.159747663,6.795738045,7.512154232,7.859085863,7.450806835,8.139559604,8.065450881,7.782576606,7.018070924,5.305611673,7.595513767,7.309926633,7.47478143,6.847869647,8.57592163,6.985768502,8.287739186,7.277425397,6.466500823,6.814910085,5.491315217,7.980980713,8.059215351,7.525376829,6.355834164,7.805619071,6.545136372,6.728091671,8.027254131,8.113457362,7.183569754,8.59521717,6.699320569
Hsa.8532,6.275556824,5.49875529,6.358856764,6.679532313,7.662625884,7.257939812,6.85221838,7.167002072,6.739288469,6.461743472,6.943136777,6.125408471,7.005577467,6.535132367,6.668173581,7.259652158,7.403528873,7.349076438,7.349076438,7.51920631,5.443756354,5.086778288,7.898922173,6.936005256,6.841859527,6.278224617,6.196369712,7.044894674,6.085134035,6.510701647,6.778935558,7.099149255,6.68558528,7.048583551,6.150716893,7.545667012,6.673100449,7.480159562,7.183569754,6.701385841,6.762209485,7.41592028,6.570470276,6.99642884,6.147828587,7.026327102,6.922136451,6.401135513,6.66082173,7.160186983,7.463803841,7.662625884,7.300469179,7.289705086,7.200876462,7.32544909,7.644650617,6.886605212,7.202559909,6.422029489,6.762209485,6.982007283
Hsa.1712,8.07102113,8.017000538,9.105664393,9.193869887,7.633673774,7.536045378,8.382241907,8.501070539,8.859445614,8.001657892,6.38840899,8.362090172,7.630393963,8.035076659,8.57592163,8.062939192,7.253074303,7.966365899,8.415351282,7.194358124,8.649342529,8.300060973,7.25494783,7.347344182,8.316072732,8.174119487,8.420019963,8.399016692,8.436317287,7.584771001,8.298095836,6.902748542,7.228969157,8.340791957,8.07102113,7.298780982,8.534379451,7.419894954,8.029533927,5.912271265,8.780664641,6.476420887,7.884410825,7.314961058,7.749495341,7.293339629,7.563041238,8.313852914,7.080662821,8.474751997,8.377839538,7.020155537,7.891467206,8.168207062,5.035056255,6.437283591,8.319854913,7.652164945,6.978203012,7.576518481,5.881123831,5.504564012
Hsa.8540,5.422699613,5.491315217,6.602197179,6.558709544,6.527640954,6.994760364,6.070915561,6.906642369,6.025668272,6.190535212,6.609240709,5.491315217,5.833412458,5.580665836,6.579999558,6.257898764,6.163209785,6.280603162,7.007448721,6.927928942,5.086778288,5.006283544,6.737337855,6.933723013,6.639547273,6.001130298,5.587306913,6.059639277,5.217399596,5.415313795,5.40030654,6.652634522,6.822989129,6.38840899,5.846849146,6.956096009,6.199387387,7.010314234,6.338651569,5.680387883,6.286893068,6.505570839,6.217155652,6.656424863,5.472398675,6.808343527,6.945026534,6.263179831,5.881123831,6.134615112,6.984247547,7.021708963,6.510701647,6.545136372,6.535132367,6.564070797,6.570470276,5.902976051,6.350953435,5.376782172,6.246230308,6.328356432
Hsa.2610,6.471512648,6.478760488,7.590122193,7.320408975,6.900695442,7.670083968,6.737337855,6.594009095,5.970141154,7.628630154,6.849977071,6.171949946,7.418067502,7.569140207,7.731869723,7.784463877,6.629370723,7.439715622,6.530057649,7.664153629,6.974198072,7.455634793,7.418067502,8.658194203,6.652634522,6.203106409,6.355834164,6.625046548,6.407056646,6.283566358,6.360927772,6.611015275,6.602197179,6.501220819,6.035439446,5.885668824,6.900695442,6.105776742,6.872203213,6.278224617,5.65690228,6.373084048,6.278224617,6.100886114,6.723844775,5.966818931,5.885668824,6.510701647,6.572650112,6.498860785,7.277425397,6.032047505,6.926194592,6.338651569,6.280603162,6.493230497,6.295293474,6.665890605,6.163209785,6.412235195,5.860766605,5.522808037
Hsa.1030,8.59521717,8.131894291,6.320240085,7.761786051,7.384352064,6.203106409,7.637274611,5.963776145,8.052213929,6.280603162,6.431755043,7.382610082,7.65368069,7.2303335,7.627016043,7.852100556,6.692114879,6.832148881,7.217066508,5.543650538,8.989418307,7.443083907,7.407042936,6.932043259,8.206331436,8.847645401,7.891467206,9.123467706,8.240969783,7.362223827,6.353687539,6.600464482,7.713000629,8.384086025,8.742350731,7.600933211,7.793801511,8.344436233,7.549443117,8.352395182,9.239427608,8.102137425,7.264494057,6.613208432,7.44163367,8.250923382,9.175801436,7.818047117,7.487465343,7.454203759,8.129558067,7.664153629,8.941594792,8.839023923,7.549443117,7.437746704,7.662625884,8.667398873,8.344436233,8.155929707,8.284091235,7.220428259
Hsa.37041,7.71630504,7.579600616,8.891377536,7.071983016,6.705619011,6.639547273,7.591905945,7.434996723,7.070195404,7.450806835,7.58654806,7.246181261,8.246736768,7.604266258,6.635234811,6.623182948,7.879848031,8.090538462,7.367201948,7.616163441,7.563041238,7.827293527,7.485682611,6.927928942,7.232009256,7.433283902,6.968185536,6.991483444,7.35237667,7.382610082,7.238042556,7.190874482,7.084647251,7.508565389,7.282592255,6.598266261,6.781122771,6.596211402,6.398655438,7.62330923,6.732558067,7.919272795,7.329760177,7.410585387,6.890736941,7.593903107,6.658501744,6.498860785,7.588169367,7.439715622,7.857143259,7.696841923,7.628630154,7.25494783,8.186176556,7.749495341,8.011327364,7.780932342,7.012213608,7.202559909,7.624670483,7.467175596
