ID	CPG_ISLAND_LOCATIONS
cg11201532	22 36211921 36212124
cg11206634	2 128174687 128174933
cg11206667	2 230493970 230496077
cg11206763	12 54807856 54808359
cg11207379	12 102883345 102884290
cg11208235	1 93918770 93920318
cg11208483	13 94160973 94164117
cg11208880	1 90058651 90060239
cg11212609	17 7095023 7096957
cg11214889	18 586591 587668
cg11216616	12 119038275 119039969
cg11219178	11 3077516 3078062
cg11220635	14 67232032 67232413
cg11221265	1 159550072 159551402
cg11221508	17 30312112 30313624
cg11221513	22 44014609 44015910
cg11222041	9 131625943 131626564
cg11223864	7 100108267 100110339
cg11225410	12 92490435 92491891
cg11225935	12 368209 369263
cg11226328	1 29085901 29086988
cg11227541	1 84743793 84745239
cg11228872	19 12909908 12911465
cg11233153	X 153371721 153373120
cg11233228	9 115077028 115078191
cg11233384	1 19487310 19488308
cg11234457	5 121215121 121216200
cg11235426	6 236809 238025
cg11235871	3 49116801 49118103
cg11237115	3 184835869 184837626
cg11237883	7 75514985 75515720
cg11238505	8 145661264 145663430
cg11241627	7 19150354 19151721
cg11243196	4 73653579 73654366
cg11246695	1 144286328 144288173
cg11248413	5 134898284 134900130
cg11248491	7 6277710 6279220
cg11250058	2 204107648 204108746
cg11251086	2 73860223 73860961
cg11251858	6 152170010 152172178
cg11255163	16 67328348 67330000
cg11255230	18 59137551 59139457
cg11256279	7 86686679 86688485
cg11260422	14 37133338 37135533
cg11260848	11 44282161 44283221
cg11262815	17 45992788 45994919
cg11262874	19 23732883 23733571
cg11263296	12 118910805 118912777
cg11263497	2 20052932 20053790
cg11263584	17 70519906 70520902
cg11264817	17 4840779 4842535
cg11265916	22 20550998 20553008
cg11266874	3 95181302 95182275
cg11269533	2 219557927 219558922
cg11271605	7 87773887 87774392
cg11272332	X 74659346 74660218
cg11274211	9 70584404 70585511
cg11275139	14 50203755 50205223
cg11276198	12 25294308 25295937
cg11276280	6 42820762 42822144
cg11277126	20 33143574 33144850
cg11277230	4 88031918 88033038
cg11278262	1 153411943 153413398
cg11283860	1 8195845 8196051
cg11285003	5 45730846 45732499
cg11285843	3 186698388 186699889
cg11286163	1 109770017 109771235
cg11286618	2 74537805 74539343
cg11289251	16 66613904 66615043
cg11290225	8 145661264 145663430
cg11291009	X 62891021 62892044
cg11291200	X 30143315 30143806
cg11295902	11 64301584 64303340
cg11296363	17 59257457 59259153
cg11296937	11 63841075 63843063
cg11298412	4 76077103 76079064
cg11298616	13 51927202 51928287
cg11299964	9 127508843 127509640
cg11300809	2 222996877 222998732
cg11303670	7 128571597 128572513
cg11303749	6 26135025 26135652
cg11304524	14 23744295 23744823
cg11304734	9 37475573 37476252
cg11308840	9 32772777 32774000
cg11310692	6 137185220 137186803
cg11311499	2 47483392 47484535
cg11312566	9 129198495 129200456
cg11313124	3 180271664 180272654
cg11313997	5 176958922 176960311
cg11314292	18 27852393 27853583
cg11316784	5 176491302 176494406
cg11318251	8 104221725 104222671
cg11319389	20 41976342 41978686
cg11320084	1 183280756 183282259
cg11320143	1 118273089 118274468
cg11321895	8 57285660 57287678
cg11323198	16 60625845 60628489
cg11323230	16 55015799 55017360
cg11323731	1 45788813 45789434
cg11324740	15 39411398 39412804
cg11325578	X 9692673 9694068
cg11326613	9 35647310 35648896
cg11326640	20 47237151 47239171
cg11328875	14 49134569 49136807
cg11329235	1 24840650 24843376
cg11330108	18 59136000 59137100
cg11332950	2 61257422 61259263
cg11332994	5 69380275 69381669
cg11334469	7 73708762 73709168
cg11336428	17 59693376 59694655
cg11337525	19 50109976 50110835
cg11341528	7 93976679 93977968
cg11345438	1 11908102 11909678
cg11353032	X 15717970 15719116
cg11354906	4 154928849 154930376
cg11356290	3 28364889 28366145
cg11356705	4 77287929 77289152
cg11360149	5 180513771 180514163
cg11360768	8 38358099 38360064
cg11366015	20 3695907 3697520
cg11368509	19 60541951 60543443
cg11368578	7 150385489 150386483
cg11368643	5 140605134 140605425
cg11368791	6 33364374 33365540
cg11368946	22 36533345 36534339
cg11371160	X 153367376 153368635
cg11371394	2 105312112 105313282
cg11371791	17 15406981 15407972
cg11372696	11 62285024 62286097
cg11372831	4 56995741 56998247
cg11373429	19 10260371 10267511
cg11375079	14 95069938 95071967
cg11375102	16 1523788 1524691
cg11375475	19 52424963 52426755
cg11375622	8 145484942 145487235
cg11376198	1 19472685 19473594
cg11377136	22 45036485 45038116
cg11378044	20 31056445 31056666
cg11378052	14 73096802 73097009
cg11378686	6 43444208 43445949
cg11378840	10 94438569 94442540
cg11380624	12 54509079 54509892
cg11386746	16 87764778 87765944
cg11387131	11 128265540 128266564
cg11387519	2 74552611 74553641
cg11388238	2 201082549 201083401
cg11389172	10 50486969 50490812
cg11390468	3 109423361 109424335
cg11391732	5 53787529 53787747
cg11392765	4 13154295 13155884
cg11393453	18 28303951 28305514
cg11394644	17 68739031 68741654
cg11395610	4 13094244 13095796
cg11395917	2 131578860 131580210
cg11395975	16 2195061 2196256
cg11396509	19 44081642 44082859
cg11397854	3 12983548 12984737
cg11398680	8 142079429 142081562
cg11399100	19 18583036 18583984
cg11399527	16 65471555 65472848
cg11399590	20 43996146 43997692
cg11399891	19 61343699 61345158
cg11400333	11 65815542 65816574
cg11402505	19 44214012 44215404
cg11406695	6 33786897 33787849
cg11407345	21 46566899 46570211
cg11408517	6 150080202 150081322
cg11411707	1 149308609 149310380
cg11412582	15 26240397 26241587
cg11414046	7 140270307 140271594
cg11414151	4 185983161 185985070
cg11415932	8 42314519 42315516
cg11416386	19 37587419 37589302
cg11418559	1 26360368 26361683
cg11419863	11 64645595 64647191
cg11422541	12 47468555 47469849
cg11423990	22 35207277 35208660
cg11426590	1 33418660 33420556
cg11428724	1 18829151 18831168
cg11429632	9 123002964 123004408
cg11429658	21 14568050 14568536
cg11431126	1 226937300 226939047
cg11434468	8 11094813 11096786
cg11438428	10 23519872 23522628
cg11438755	10 95643489 95644471
cg11442050	22 30215026 30216476
cg11442717	6 169864888 169867664
cg11443787	10 21862376 21864554
cg11449935	20 34634551 34637190
cg11450001	12 10255696 10257983
cg11451801	16 66526901 66528387
cg11452221	12 56290593 56291111
cg11452360	1 2507147 2508789
cg11453347	10 127500782 127502741
cg11454415	20 43021992 43022789
cg11455040	1 203915418 203916762
cg11458642	3 143779757 143780718
cg11459714	19 56211831 56213022
cg11459822	1 165111457 165112559
cg11460029	17 7548663 7549622
cg11462533	1 39929406 39930055
cg11462865	17 36937180 36938240
cg11465163	1 68288302 68289231
cg11465971	4 54660440 54662940
cg11466485	9 135595349 135595727
cg11466908	9 93163379 93164339
cg11467738	7 98809046 98811452
cg11468462	12 55896133 55897611
cg11468711	15 88345526 88347470
cg11469778	2 131390078 131390751
cg11471666	12 51685609 51687446
cg11473104	13 47509422 47510738
cg11474075	14 19843605 19844119
cg11475332	2 20286380 20289330
cg11476211	2 45730489 45733584
cg11476254	16 87687138 87688481
cg11479591	X 153015146 153016905
cg11480873	1 204010334 204011389
cg11481490	19 45948070 45949437
cg11481720	19 12582353 12583441
cg11481793	1 33494019 33495821
cg11483915	2 190153305 190154670
cg11484288	3 47396897 47398348
cg11485602	3 58394103 58394937
cg11487705	5 41905480 41906648
cg11489580	4 76816555 76818076
cg11490446	14 72672557 72673665
cg11492040	11 1973035 1973716
cg11492403	17 38385006 38385211
cg11498188	6 139497208 139499104
cg11498740	14 92720217 92721600
cg11500727	19 47586067 47586328
cg11500797	7 96489769 96490524
cg11502800	19 41396919 41398258
cg11503744	1 153558675 153562005
cg11504897	6 5951588 5953444
cg11507178	11 118286300 118287082
cg11510269	12 121577039 121578428
cg11510839	15 26017690 26018513
cg11512771	1 148746011 148746212
cg11516377	17 1879774 1880784
cg11516606	9 99213758 99214944
cg11518240	12 2773001 2775877
cg11519508	17 7530654 7530931
cg11521965	7 136678915 136679217
cg11523020	22 44059213 44059803
cg11524446	1 34414754 34415695
cg11525285	14 73776003 73778973
cg11526405	9 130829943 130830868
cg11527279	9 123894574 123895782
cg11528101	7 43874946 43876108
cg11528666	4 129104666 129106616
cg11529128	6 35880659 35881275
cg11529250	22 44059213 44059803
cg11530960	9 1041412 1043248
cg11536940	8 97726093 97727293
cg11538128	5 178419646 178420866
cg11539173	22 18221788 18223071
cg11540692	6 101018215 101020149
cg11541187	6 109522079 109523870
cg11542231	1 28113093 28114269
cg11546621	9 138991972 138993454
cg11550426	8 59627834 59629032
cg11553177	17 24012691 24013674
cg11558474	9 73572470 73574633
cg11563860	3 2114492 2116955
cg11564268	16 68345862 68346669
cg11565248	X 20193251 20196838
cg11566244	11 67106980 67108634
cg11566939	17 7095023 7096957
cg11572744	5 146812254 146814284
cg11574612	6 46728351 46729284
cg11574758	20 21054281 21055262
cg11579069	6 135543147 135546273
cg11582100	2 171379577 171383944
cg11584111	1 170679350 170680046
cg11585425	2 65307910 65309072
cg11590700	3 170861660 170864490
cg11591325	5 76046156 76048713
cg11592951	7 100310125 100311409
cg11593656	13 75009496 75010455
cg11594131	2 61618626 61619858
cg11594137	9 90794956 90796827
cg11594228	22 18483639 18484080
cg11594415	1 169721010 169721994
cg11595245	10 96294984 96296326
cg11595749	20 57040258 57041370
cg11595794	4 186553959 186555357
cg11599505	20 35964157 35965744
cg11601662	7 30032713 30033343
cg11603096	22 35254707 35255993
cg11608114	12 120725136 120728248
cg11609154	7 138675096 138676960
cg11609344	7 44206824 44207711
cg11609366	8 145987645 145989636
cg11609760	X 54538169 54539634
cg11611600	15 82113248 82115161
cg11611854	18 45272094 45272993
cg11612291	3 44665090 44665396
cg11612345	6 168584149 168586146
cg11613875	9 27562818 27564102
cg11617144	8 145700456 145700670
cg11618577	2 27518414 27519324
cg11619390	1 32702497 32703962
cg11620807	2 227370235 227373310
cg11620873	12 6178825 6180741
cg11625178	12 97433004 97434554
cg11625451	16 79905654 79907131
cg11625946	12 57599709 57600875
cg11626656	2 151049827 151052654
cg11626791	2 171724283 171726221
cg11628026	9 110664701 110665071
cg11628034	19 44617934 44618871
cg11628282	3 180548087 180548817
cg11628487	9 130490422 130492852
cg11630242	17 19821177 19822421
cg11632617	15 73102771 73103429
cg11634198	17 35017446 35018010
cg11638200	10 6661751 6662802
cg11638880	6 166675498 166676609
cg11639397	19 50701493 50703220
cg11644586	11 66116521 66117487
cg11646704	14 23727267 23728222
cg11646757	7 127882632 127883604
cg11646887	17 43273005 43273916
cg11647681	5 140790267 140791477
cg11648289	7 154942143 154945087
cg11648471	X 14800836 14801839
cg11648996	X 34870617 34871689
cg11649001	6 37508712 37509435
cg11649654	5 60276139 60277697
cg11649825	20 34287559 34288187
cg11651717	17 64834269 64835587
cg11653266	17 71411954 71413652
cg11653271	16 41660 44528
cg11653500	13 79811957 79814173
cg11653709	9 21958106 21958899
cg11653858	17 23823162 23823434
cg11653864	X 47394182 47395634
cg11654333	4 72077855 72078897
cg11654620	22 49314611 49317950
cg11654737	6 80872720 80873463
cg11655418	6 34500943 34502128
cg11655691	10 74055299 74056211
cg11656547	9 71848534 71849733
cg11657615	16 66006721 66008249
cg11657808	1 235271651 235273428
cg11659747	4 77353529 77354453
cg11661234	X 73750531 73751506
cg11662098	6 118029952 118030826
cg11664825	X 100070163 100071100
cg11665562	14 89792476 89793278
cg11665588	11 94603022 94604351
cg11666924	1 109090427 109091599
cg11667117	16 86526959 86527498
cg11667754	16 67328348 67330000
cg11668844	13 112703425 112703629
cg11668923	10 128065540 128067647
cg11670211	11 88863867 88864519
cg11672225	22 29885648 29886833
cg11673092	10 23256689 23257228
cg11673803	10 88843598 88846138
cg11673969	7 100262237 100264296
cg11674404	4 177223758 177224492
cg11675413	13 97626465 97627827
cg11676109	11 118496951 118498038
cg11676599	10 124123816 124125223
cg11677722	19 44573007 44574755
cg11679069	13 42494572 42494803
cg11680158	9 15296200 15297634
cg11680236	3 48317230 48318544
cg11681073	7 148026055 148028091
cg11681617	X 153631846 153632870
cg11682508	20 60559680 60559906
cg11688219	1 6607498 6608458
cg11691938	4 185806388 185808103
cg11692477	2 190153305 190154670
cg11694641	12 97511208 97512452
cg11695266	7 156821676 156823530
cg11695358	8 144869897 144871106
cg11695601	2 175577503 175578727
cg11696575	7 120377700 120378735
cg11697652	12 14409625 14410353
cg11698762	2 74501863 74503009
cg11700429	2 112357746 112358874
cg11700584	14 49156559 49158428
cg11701148	8 1980232 1980444
cg11703011	2 224611391 224613168
cg11705439	19 11406768 11407962
cg11706111	16 70080524 70081125
cg11706746	11 62145548 62146532
cg11706911	1 15783195 15784298
cg11710000	8 28407045 28408515
cg11710969	10 23256689 23257228
cg11713008	8 99198202 99199156
cg11713029	11 118373265 118374609
cg11713336	5 138920606 138921991
cg11714014	X 151556515 151558106
cg11714502	9 129679418 129680149
cg11715903	14 52486728 52488242
cg11715966	19 51607022 51609496
cg11715999	17 44324174 44325879
cg11716026	11 1973035 1973716
cg11717557	1 114248600 114249955
cg11718315	15 63365498 63366710
cg11719157	17 1411493 1413874
cg11719297	21 42059152 42060619
cg11719412	8 125620198 125621007
cg11719452	7 99863663 99866414
cg11722531	19 1400768 1401581
cg11722639	12 54903894 54904729
cg11726593	8 82760638 82761388
cg11727029	15 89278978 89280081
cg11730100	11 61316278 61317629
cg11730691	11 118544577 118545272
cg11730961	1 35429991 35431548
cg11732619	5 168659641 168661256
cg11733245	10 6144187 6144388
cg11735358	1 111792796 111794002
cg11735605	2 213724446 213725457
cg11736869	2 61097460 61098922
cg11738011	12 130978620 130980898
cg11738543	12 92490435 92491891
cg11743795	3 57716811 57718675
cg11744351	13 29321721 29323036
cg11745019	8 108578733 108578936
cg11747771	9 6634952 6636166
cg11748006	19 41322242 41323237
cg11750183	9 76756142 76757946
cg11754206	8 73611127 73612795
cg11754343	17 5263069 5264637
cg11754676	12 132216438 132217490
cg11756837	12 118589743 118590779
cg11757293	8 145661264 145663430
cg11762629	12 56525003 56527961
cg11763112	6 84993688 84994546
cg11764747	X 67965268 67967122
cg11766698	16 21871243 21872756
cg11768416	12 89871840 89872935
cg11768886	4 5103251 5105056
cg11772764	21 42788948 42790415
cg11777321	22 40106929 40108800
cg11778001	2 191220654 191222830
cg11780382	6 24827612 24827841
cg11780934	17 24943913 24945260
cg11781389	11 133706563 133707746
cg11783451	7 23602717 23604233
cg11784785	11 20574406 20576680
cg11786750	3 32586545 32587940
cg11787828	6 97451470 97452846
cg11787839	3 199171127 199172157
cg11790217	15 66133216 66134577
cg11792483	22 25154543 25155862
cg11792664	19 1555576 1557137
cg11794728	13 73605812 73608607
cg11797883	9 126670525 126672166
cg11797994	11 44286979 44288424
cg11801011	19 55912160 55912361
cg11802013	11 69177944 69178494
cg11802692	7 30032713 30033343
cg11806389	19 63678517 63680033
cg11806565	X 71851306 71852273
cg11806749	6 45452972 45454359
cg11808544	7 55724262 55724463
cg11808757	22 49024879 49026203
cg11808874	2 70381939 70383146
cg11810837	X 101740830 101741583
cg11812218	3 173647899 173649789
cg11814446	12 63849231 63851082
cg11815363	1 231815850 231817897
cg11816577	17 1249112 1251202
cg11819013	3 49041511 49042180
cg11820497	19 10515043 10516112
cg11820734	2 86279307 86280531
cg11821147	12 70342920 70344638
cg11821536	14 88360520 88361283
cg11822659	20 52524993 52526692
cg11822772	X 129229862 129230813
cg11822964	19 51821132 51821336
cg11823654	15 62904776 62905316
cg11824111	X 153643870 153645527
cg11825652	7 115926599 115927758
cg11826116	22 38245257 38247529
cg11827595	3 10131593 10133050
cg11828669	14 64039588 64042055
cg11830061	9 5175191 5175954
cg11832543	1 176748401 176748686
cg11832722	18 26874977 26877256
cg11832727	1 8799512 8800923
cg11833861	17 28278827 28279833
cg11835197	1 35811101 35812769
cg11837864	2 219750654 219751804
cg11839979	X 109131973 109133498
cg11840168	18 18766926 18768043
cg11840540	19 40336555 40336869
cg11841758	1 53476285 53477378
cg11843304	12 15392536 15393111
cg11843691	4 141896207 141897793
cg11843760	1 10454449 10455404
cg11844110	1 206108437 206109421
cg11846236	3 48606799 48607946
cg11846543	1 10192427 10194179
cg11846956	19 56211831 56213022
cg11847459	14 35859007 35859829
cg11847808	1 22762037 22763179
cg11848539	6 47384257 47385891
cg11850311	20 29655510 29657847
cg11851098	22 40724449 40725364
cg11852073	1 149285954 149286481
cg11852814	3 112875781 112876338
cg11854877	X 153767233 153768860
cg11856093	1 26894170 26896721
cg11856918	8 20098753 20099482
cg11857445	17 32379737 32381014
cg11861730	11 127896854 127898093
cg11864993	5 140538951 140540089
cg11867686	11 66925372 66926634
cg11868029	11 87710061 87710858
cg11868900	8 49810084 49811166
cg11869721	16 21517669 21519276
cg11871549	X 117841453 117842815
cg11876012	16 41660 44528
cg11877382	12 127903695 127905001
cg11879188	9 135139643 135141715
cg11879480	11 92570158 92571159
cg11879514	17 63797848 63800578
cg11879577	16 18719552 18721812
cg11880211	17 59327180 59327381
cg11880892	10 71662049 71663659
cg11882252	5 10360490 10361159
cg11884243	9 136912687 136912888
cg11884656	3 114946959 114948040
cg11884792	2 192250507 192252012
cg11885098	19 1236345 1237698
cg11887234	12 52868362 52869255
cg11890956	21 39476529 39478076
cg11891504	14 22495702 22497852
cg11891583	X 120008836 120009791
cg11893236	16 66901621 66902946
cg11893323	9 130172809 130173805
cg11896271	22 48949842 48951841
cg11896345	17 1477730 1480095
cg11896923	17 35077148 35078655
cg11897314	5 119827576 119828657
cg11899895	7 27746012 27747231
cg11901954	1 210274996 210276132
cg11903880	1 109999327 109999715
cg11904887	1 20706662 20707585
cg11905589	5 138705060 138706269
cg11905617	1 171950466 171951219
cg11906718	8 101390584 101391972
cg11908570	1 173427932 173429089
cg11909310	7 89813649 89814228
cg11911418	18 46747433 46747833
cg11911951	16 1368934 1370224
cg11912049	12 48647540 48648033
cg11913104	19 12917048 12918317
cg11916186	1 36462255 36463293
cg11917694	10 90629646 90630982
cg11919694	16 30287880 30288127
cg11920519	20 32598592 32598809
cg11928366	19 14543103 14544177
cg11928635	6 43444208 43445949
cg11930592	4 4912015 4913147
cg11932564	22 40651868 40653225
cg11933375	16 57275786 57276390
cg11934695	20 4176404 4178574
cg11935147	1 143786718 143787617
cg11939047	15 58558059 58558943
cg11939071	12 111978633 111979952
cg11944393	10 112316874 112318442
cg11946503	5 134898284 134900130
cg11946769	3 48317230 48318544
cg11947493	8 23076422 23077641
cg11948328	11 43658154 43659332
cg11951446	3 120878349 120879247
cg11956146	18 19972720 19974281
cg11957040	19 57384178 57386297
cg11957880	12 92358932 92360492
cg11959821	7 45117017 45118694
cg11960393	5 121440312 121442369
cg11964474	17 38531525 38532730
cg11965370	11 131285371 131286756
cg11970301	16 29994003 29995442
cg11970458	16 31120978 31121976
cg11973052	16 11255994 11258397
cg11973688	9 129604563 129605436
cg11976048	17 32022012 32023006
cg11976166	1 216586628 216587624
cg11977634	6 30959786 30960728
cg11979382	7 99863663 99866414
cg11979959	20 45846599 45849083
cg11980188	11 14868621 14870725
cg11980435	19 52424963 52426755
cg11981599	8 11602473 11604934
cg11981631	11 17453889 17455401
cg11985856	10 71599350 71601083
cg11990309	6 87703675 87704446
cg11991627	20 218938 219555
cg11991859	14 32477318 32479136
cg11993300	10 75240520 75242278
cg11993754	17 35109518 35110599
cg11995303	11 102467300 102468412
cg11995732	22 36412083 36412847
cg11997899	7 96490825 96492388
cg11999384	17 39777327 39778372
cg12000587	17 27209610 27210797
cg12001148	11 74818131 74820083
cg12002314	8 141589313 141591808
cg12004206	9 138125567 138127768
cg12004730	17 3517927 3519645
cg12005098	10 91284810 91285992
cg12005703	3 50581697 50582696
cg12006284	11 32404590 32406255
cg12011267	14 103382779 103385187
cg12012699	18 45240390 45241666
cg12013321	6 53516893 53518155
cg12014417	12 121753648 121753912
cg12017007	17 24299985 24303066
cg12018696	3 187137577 187138814
cg12020639	1 110328547 110329687
cg12024292	9 119217706 119217908
cg12024906	19 42516571 42517717
cg12025941	12 105500175 105502281
cg12026394	9 99784614 99787717
cg12026956	5 72147664 72149044
cg12029639	13 34948691 34949074
cg12032009	15 60139292 60140498
cg12032116	5 118434141 118435471
cg12032620	15 41589875 41590809
cg12034229	7 47985209 47986046
cg12040555	10 131211399 131211975
cg12041387	7 96487969 96489640
cg12042396	2 172572691 172573437
cg12042678	10 14960071 14961832
cg12043807	9 98219110 98221703
cg12044889	6 2944147 2946114
cg12045002	2 26923226 26926873
cg12045676	19 18655091 18655953
cg12045829	17 7393535 7393891
cg12051359	8 120954973 120956177
cg12052258	1 150275288 150277165
cg12052765	10 50486969 50490812
cg12053284	18 39111149 39111533
cg12054080	1 218511692 218512731
cg12054421	2 241736856 241739159
cg12056618	15 29404698 29408345
cg12059012	3 43706516 43708308
cg12061236	6 151602349 151604472
cg12062464	3 20056409 20058068
cg12062492	14 23492534 23493127
cg12062995	4 39043842 39045080
cg12063359	20 42807315 42808503
cg12064213	X 9942388 9944707
cg12064626	21 39739026 39739989
cg12066181	2 25416757 25419125
cg12069309	3 50287560 50290055
cg12071544	16 4361532 4362398
cg12072803	19 4919382 4921114
cg12072973	1 148388128 148389876
cg12073537	12 47943938 47945762
cg12073594	20 61373785 61375294
cg12073779	2 208696956 208697729
cg12073949	17 76133019 76134066
cg12076344	9 130142084 130143229
cg12078929	22 41225823 41227067
cg12079362	1 44212598 44213967
cg12080675	5 179266772 179268149
cg12080812	11 65092645 65092849
cg12082568	6 139735906 139738457
cg12082615	1 149165152 149165920
cg12085044	16 65421775 65422655
cg12085225	9 134219374 134221221
cg12085660	19 48815019 48816215
cg12086773	2 150151886 150152772
cg12087643	10 118020244 118024333
cg12089439	8 15441907 15442774
cg12089698	8 145158659 145158911
cg12090242	22 16490381 16492018
cg12090388	1 23890251 23891451
cg12091944	2 215381810 215383402
cg12095167	8 61591294 61592797
cg12097239	3 5138715 5139882
cg12099032	7 37855025 37855383
cg12099051	20 35012577 35013975
cg12099357	1 27924479 27925786
cg12100077	7 23111620 23112754
cg12100791	16 31120978 31121976
cg12104707	19 9509865 9510554
cg12106731	1 35795197 35796671
cg12106945	10 71231276 71232969
cg12107692	19 54859166 54860141
cg12108912	2 120152369 120153521
cg12109455	10 133848709 133851502
cg12110626	17 15406981 15407972
cg12111697	19 2790805 2794108
cg12111714	13 24940557 24941659
cg12112929	1 27591162 27592122
cg12113075	13 51055909 51057404
cg12113819	12 115198514 115200626
cg12113932	20 335851 337425
cg12116020	19 14089154 14090324
cg12118011	1 177528727 177530038
cg12118437	9 135271843 135273790
cg12118465	2 233205757 233208093
cg12119029	16 88280292 88281618
cg12120741	13 77390197 77391989
cg12124478	1 154808529 154809227
cg12124516	2 136349753 136351703
cg12125691	8 100974259 100975294
cg12126248	7 122984752 122985347
cg12126786	5 77691450 77693189
cg12127282	2 176722497 176722964
cg12128017	1 38002292 38003550
cg12128839	7 27147983 27152159
cg12128876	20 45563687 45564635
cg12130692	6 146097433 146098807
cg12133444	1 213806982 213808012
cg12135976	12 100127137 100128325
cg12137206	10 113933212 113933817
cg12144803	3 125296013 125296327
cg12145907	5 140844389 140845813
cg12146151	17 71228490 71229415
cg12148581	3 40472762 40473354
cg12148919	6 128881720 128883977
cg12149391	3 198510142 198510693
cg12150066	1 1811084 1813443
cg12152256	14 73422867 73423662
cg12153542	20 29526562 29527012
cg12154803	11 27340870 27341584
cg12157010	12 63290031 63291821
cg12163132	17 56827708 56833527
cg12163490	16 63711989 63713859
cg12164282	2 1725493 1728007
cg12167239	22 17544965 17546925
cg12168164	5 33476130 33477302
cg12177023	15 23234149 23235624
cg12177677	2 158008582 158008784
cg12177743	11 112690135 112691276
cg12179044	12 119116445 119117345
cg12179176	11 130291206 130291940
cg12180123	2 60836630 60837615
cg12181621	6 27947550 27948221
cg12185908	3 20201909 20203087
cg12187213	3 64648046 64649479
cg12187567	8 95975802 95978452
cg12188482	17 3992394 3994372
cg12188538	22 38227986 38228782
cg12188560	9 34581146 34582071
cg12188860	8 144487548 144488685
cg12189880	15 38952762 38954024
cg12194493	4 482464 483568
cg12195135	19 63610863 63612475
cg12195695	17 70616686 70618455
cg12197254	16 224070 226105
cg12201164	20 24920586 24921883
cg12203852	14 57834102 57836456
cg12204574	X 150893205 150894382
cg12204727	15 73415139 73415787
cg12205047	1 117010862 117012207
cg12205591	21 43461260 43461635
cg12206093	11 64909772 64911322
cg12213457	12 100614987 100616591
cg12218747	21 36373521 36373724
cg12219753	18 32662419 32663424
cg12219915	X 153325293 153326263
cg12220493	14 36058796 36061081
cg12224394	2 218842473 218843725
cg12227762	14 52327281 52328478
cg12228611	22 20349568 20351336
cg12228707	11 10282509 10283280
cg12229172	4 140806423 140806809
cg12230010	10 71833598 71835036
cg12232274	6 150225936 150227697
cg12236045	10 68355842 68356042
cg12237946	15 32180912 32181699
cg12238343	5 33971758 33974643
cg12239750	10 97405733 97406861
cg12240824	18 31123981 31124686
cg12241125	7 73225901 73227446
cg12241297	5 137116654 137118954
cg12243255	3 39169072 39170641
cg12245996	10 6661751 6662802
cg12246527	15 65621656 65622658
cg12247247	17 34263103 34263759
cg12249575	14 36057466 36058681
cg12251508	X 48317325 48318437
cg12251804	10 135020610 135021994
cg12254515	8 124122940 124124103
cg12256080	6 26704812 26705730
cg12256228	6 33283379 33284785
cg12259256	17 39447138 39448118
cg12259537	19 63205137 63206903
cg12262564	1 154808529 154809227
cg12263485	12 52959371 52961431
cg12264551	12 55147882 55149150
cg12265604	16 67696945 67698564
cg12265829	14 23873382 23874334
cg12266024	7 23019312 23020623
cg12266049	11 69170075 69170635
cg12266551	19 50085390 50087067
cg12269343	14 81069377 81070342
cg12270520	8 145994321 145996197
cg12274479	1 22135901 22137310
cg12275348	12 92487620 92490276
cg12276904	3 130516181 130518475
cg12277666	1 177827192 177828306
cg12279128	22 22439507 22441179
cg12280407	13 76357231 76359636
cg12281657	14 64086160 64086813
cg12287813	2 108431688 108432574
cg12288365	7 65730329 65731881
cg12288726	7 127014895 127016535
cg12288842	15 33625067 33626056
cg12290002	6 153344924 153346813
cg12291552	3 169295203 169296899
cg12292686	10 135041675 135043320
cg12293634	2 101290573 101292175
cg12294121	4 46728135 46728396
cg12297221	11 3619889 3620483
cg12300353	4 44143998 44146017
cg12304441	12 60939731 60941114
cg12311132	11 32068513 32070717
cg12312863	16 2509465 2511104
cg12313568	12 110519473 110522041
cg12314510	17 53515507 53516801
cg12315302	6 26296448 26297462
cg12315311	19 59259904 59260292
cg12316147	9 35738544 35739594
cg12317456	16 54070224 54071206
cg12317676	19 10841864 10844421
cg12318316	7 140042747 140043982
cg12320306	11 10283480 10285026
cg12320676	2 11523053 11524020
cg12322132	11 2121548 2122565
cg12323894	2 119840362 119841893
cg12324144	3 171014232 171014437
cg12324629	17 19710096 19712550
cg12324831	X 154097547 154098494
cg12331389	10 95350231 95351545
cg12333095	12 108921361 108922504
cg12335708	2 162637886 162639319
cg12336877	9 139100085 139102080
cg12339802	1 37927759 37929146
cg12340144	3 38362978 38364258
cg12341414	6 139350087 139351437
cg12344605	17 11864575 11865704
cg12345724	14 104557565 104559430
cg12346515	5 34043408 34044378
cg12347740	16 69237792 69237993
cg12351433	2 48835959 48836520
cg12352006	22 28492723 28494061
cg12353516	17 19221426 19223229
cg12356261	1 154912856 154913974
cg12359315	3 45812367 45813439
cg12360373	16 28741215 28743506
cg12361925	2 219750654 219751804
cg12370791	17 44057124 44059246
cg12370884	4 56995741 56998247
cg12371177	12 6289209 6289478
cg12373771	22 15980487 15983038
cg12374431	2 70980072 70980647
cg12374721	17 44154292 44154687
cg12376277	22 29694313 29695839
cg12377712	9 116389552 116390355
cg12378831	13 45524294 45525115
cg12379775	20 62139636 62141245
cg12382902	12 4252826 4255273
cg12382941	X 99872942 99873874
cg12385425	2 62586077 62587164
cg12388309	20 9766686 9767917
cg12390946	10 134200165 134201852
cg12391048	16 2710061 2711599
cg12391174	12 46452961 46453985
